offset	patchsize	gop	quality	video.zip	builder.gz
0	10	4	0,015	1005895	7034	
0	10	4	0,020	1006391	8246	
0	10	4	0,025	1007113	9379	
0	10	5	0,005	1004741	3216	
0	10	5	0,010	1005450	5694	
0	10	5	0,015	1005843	6735	
0	10	5	0,020	1006481	7889	
0	10	5	0,025	1007054	9046	
0	10	6	0,005	1004731	3219	
0	10	6	0,010	1005573	5595	
0	10	6	0,015	1006005	6556	
0	10	6	0,020	1006584	7613	
0	10	6	0,025	1007167	8840	
0	10	7	0,005	1004662	2943	
0	10	7	0,010	1005425	5255	
0	10	7	0,015	1005857	6450	
0	10	7	0,020	1006462	7278	
0	10	7	0,025	1006955	8548	
0	10	8	0,005	1004300	2692	
0	10	8	0,010	1005270	4936	
0	10	8	0,015	1005576	5984	
0	10	8	0,020	1006098	6944	
0	10	8	0,025	1006712	8109	
0	10	9	0,005	1004429	2722	
0	10	9	0,010	1005175	4941	
0	10	9	0,015	1005558	6108	
0	10	9	0,020	1006180	6884	
0	10	9	0,025	1006520	7917	
0	10	10	0,005	1004392	2458	
0	10	10	0,010	1005029	4685	
0	10	10	0,015	1005393	5622	
0	10	10	0,020	1005996	6536	
0	10	10	0,025	1006616	7823	
0	16	3	0,005	1004253	1677	
0	16	3	0,010	1003520	2357	
0	16	3	0,015	1002662	2785	
0	16	3	0,020	1002220	3033	
0	16	3	0,025	1001830	3307	
0	16	4	0,005	1004335	1623	
0	16	4	0,010	1003667	2282	
0	16	4	0,015	1002765	2703	
0	16	4	0,020	1002151	3031	
0	16	4	0,025	1001826	3300	
0	16	5	0,005	1004398	1512	
0	16	5	0,010	1003825	2193	
0	16	5	0,015	1003059	2565	
0	16	5	0,020	1002432	2866	
0	16	5	0,025	1001949	3201	
0	16	6	0,005	1004217	1518	
0	16	6	0,010	1003693	2214	
0	16	6	0,015	1002982	2534	
0	16	6	0,020	1002364	2836	
0	16	6	0,025	1002069	3090	
0	16	7	0,005	1004218	1412	
0	16	7	0,010	1003846	2091	
0	16	7	0,015	1003042	2455	
0	16	7	0,020	1002449	2745	
0	16	7	0,025	1002215	3046	
0	16	8	0,005	1004208	1267	
0	16	8	0,010	1003834	1929	
0	16	8	0,015	1003245	2290	
0	16	8	0,020	1002628	2575	
0	16	8	0,025	1002199	2821	
0	16	9	0,005	1004120	1263	
0	16	9	0,010	1003996	1942	
0	16	9	0,015	1003351	2354	
0	16	9	0,020	1002735	2567	
0	16	9	0,025	1002286	2801	
0	16	10	0,005	1004226	1155	
0	16	10	0,010	1003920	1823	
0	16	10	0,015	1003309	2190	
0	16	10	0,020	1002690	2484	
0	16	10	0,025	1002390	2772	
0	20	3	0,005	1004736	812	
0	20	3	0,010	1005879	1376	
0	20	3	0,015	1006610	1697	
0	20	3	0,020	1007111	1906	
0	20	3	0,025	1007556	2089	
0	20	4	0,005	1004694	820	
0	20	4	0,010	1005770	1343	
0	20	4	0,015	1006576	1611	
0	20	4	0,020	1007133	1887	
0	20	4	0,025	1007635	2083	
0	20	5	0,005	1004783	729	
0	20	5	0,010	1005831	1332	
0	20	5	0,015	1006726	1584	
0	20	5	0,020	1007230	1820	
0	20	5	0,025	1007858	2001	
0	20	6	0,005	1004819	744	
0	20	6	0,010	1005965	1313	
0	20	6	0,015	1006623	1561	
0	20	6	0,020	1007068	1762	
0	20	6	0,025	1007496	1938	
0	20	7	0,005	1004692	730	
0	20	7	0,010	1005685	1245	
0	20	7	0,015	1006556	1518	
0	20	7	0,020	1007007	1717	
0	20	7	0,025	1007453	1867	
0	20	8	0,005	1004447	658	
0	20	8	0,010	1005585	1149	
0	20	8	0,015	1006267	1425	
0	20	8	0,020	1006793	1610	
0	20	8	0,025	1007246	1796	
0	20	9	0,005	1004515	658	
0	20	9	0,010	1005640	1197	
0	20	9	0,015	1006325	1476	
0	20	9	0,020	1006681	1594	
0	20	9	0,025	1007257	1787	
0	20	10	0,005	1004434	581	
0	20	10	0,010	1005374	1123	
0	20	10	0,015	1006038	1369	
0	20	10	0,020	1006428	1577	
0	20	10	0,025	1007188	1725	
0	40	3	0,005	1004121	201	
0	40	3	0,010	1003963	330	
0	40	3	0,015	1003096	443	
0	40	3	0,020	1001806	533	
0	40	3	0,025	1000957	538	
0	40	4	0,005	1004053	205	
0	40	4	0,010	1003918	304	
0	40	4	0,015	1003385	450	
0	40	4	0,020	1002109	536	
0	40	4	0,025	1001080	587	
0	40	5	0,005	1004088	209	
0	40	5	0,010	1004082	317	
0	40	5	0,015	1003356	421	
0	40	5	0,020	1002127	532	
0	40	5	0,025	1001350	563	
0	40	6	0,005	1004057	218	
0	40	6	0,010	1004124	308	
0	40	6	0,015	1003592	434	
0	40	6	0,020	1002538	527	
0	40	6	0,025	1001668	568	
0	40	7	0,005	1004173	216	
0	40	7	0,010	1004171	329	
0	40	7	0,015	1003584	425	
0	40	7	0,020	1003117	473	
0	40	7	0,025	1002181	539	
0	40	8	0,005	1004074	217	
0	40	8	0,010	1003922	295	
0	40	8	0,015	1003689	410	
0	40	8	0,020	1003140	453	
0	40	8	0,025	1002280	525	
0	40	9	0,005	1004052	213	
0	40	9	0,010	1004052	298	
0	40	9	0,015	1003846	399	
0	40	9	0,020	1003140	470	
0	40	9	0,025	1002406	499	
0	40	10	0,005	1004048	215	
0	40	10	0,010	1004056	303	
0	40	10	0,015	1003672	364	
0	40	10	0,020	1002772	474	
0	40	10	0,025	1002288	507	
0	80	3	0,005	1003887	129	
0	80	3	0,010	1003666	141	
0	80	3	0,015	1003642	143	
0	80	3	0,020	1003488	150	
0	80	3	0,025	1002479	165	
0	80	4	0,005	1003887	145	
0	80	4	0,010	1003624	156	
0	80	4	0,015	1003624	156	
0	80	4	0,020	1003194	170	
0	80	4	0,025	1002782	174	
0	80	5	0,005	1003887	153	
0	80	5	0,010	1003796	159	
0	80	5	0,015	1003772	163	
0	80	5	0,020	1003443	173	
0	80	5	0,025	1002495	188	
0	80	6	0,005	1003887	156	
0	80	6	0,010	1003796	161	
0	80	6	0,015	1003772	164	
0	80	6	0,020	1003618	173	
0	80	6	0,025	1002966	187	
0	80	7	0,005	1003887	159	
0	80	7	0,010	1003863	165	
0	80	7	0,015	1003863	165	
0	80	7	0,020	1003462	174	
0	80	7	0,025	1003149	184	
0	80	8	0,005	1003887	160	
0	80	8	0,010	1003600	172	
0	80	8	0,015	1003600	172	
0	80	8	0,020	1003170	185	
0	80	8	0,025	1003170	185	
0	80	9	0,005	1003887	162	
0	80	9	0,010	1003796	167	
0	80	9	0,015	1003772	170	
0	80	9	0,020	1003618	179	
0	80	9	0,025	1003226	184	
0	80	10	0,005	1003887	164	
0	80	10	0,010	1003796	169	
0	80	10	0,015	1003772	175	
0	80	10	0,020	1003772	175	
0	80	10	0,025	1003382	186	
1	4	3	0,005	1004219	49463	
1	4	3	0,010	1004419	90334	
1	4	3	0,015	1004291	112365	
1	4	3	0,020	1004063	133872	
1	4	3	0,025	1003598	160984	
1	4	4	0,005	1004123	47230	
1	4	4	0,010	1004422	88232	
1	4	4	0,015	1004281	108926	
1	4	4	0,020	1004123	133121	
1	4	4	0,025	1003654	165945	
1	4	5	0,005	1004203	45207	
1	4	5	0,010	1004454	86094	
1	4	5	0,015	1004196	109507	
1	4	5	0,020	1004074	137899	
1	4	5	0,025	1003707	168398	
1	4	6	0,005	1004231	44422	
1	4	6	0,010	1004455	84665	
1	4	6	0,015	1004380	105347	
1	4	6	0,020	1004075	131702	
1	4	6	0,025	1003833	167326	
1	4	7	0,005	1004316	42748	
1	4	7	0,010	1004305	82671	
1	4	7	0,015	1004297	103137	
1	4	7	0,020	1004139	126674	
1	4	7	0,025	1003630	161575	
1	4	8	0,005	1004019	36080	
1	4	8	0,010	1004418	74789	
1	4	8	0,015	1004321	95873	
1	4	8	0,020	1004214	125651	
1	4	8	0,025	1003637	158619	
1	4	9	0,005	1004131	35171	
1	4	9	0,010	1004140	75078	
1	4	9	0,015	1004188	98267	
1	4	9	0,020	1004036	121343	
1	4	9	0,025	1003727	148466	
1	4	10	0,005	1004018	33069	
1	4	10	0,010	1004269	68533	
1	4	10	0,015	1004111	91523	
1	4	10	0,020	1004074	118029	
1	4	10	0,025	1003703	146811	
1	8	3	0,005	1004640	9769	
1	8	3	0,010	1005339	15314	
1	8	3	0,015	1005967	18496	
1	8	3	0,020	1005974	21355	
1	8	3	0,025	1005690	24922	
1	8	4	0,005	1004663	9490	
1	8	4	0,010	1005526	15056	
1	8	4	0,015	1005919	17736	
1	8	4	0,020	1005905	21190	
1	8	4	0,025	1005786	25475	
1	8	5	0,005	1004711	8880	
1	8	5	0,010	1005536	14821	
1	8	5	0,015	1005903	17250	
1	8	5	0,020	1006056	20297	
1	8	5	0,025	1005785	24675	
1	8	6	0,005	1004585	8983	
1	8	6	0,010	1005506	14380	
1	8	6	0,015	1006015	16647	
1	8	6	0,020	1005994	19444	
1	8	6	0,025	1006076	24393	
1	8	7	0,005	1004410	8469	
1	8	7	0,010	1005360	14040	
1	8	7	0,015	1005921	16713	
1	8	7	0,020	1006074	19050	
1	8	7	0,025	1006043	23240	
1	8	8	0,005	1004296	7366	
1	8	8	0,010	1005266	12732	
1	8	8	0,015	1005476	15299	
1	8	8	0,020	1005745	18204	
1	8	8	0,025	1005804	22404	
1	8	9	0,005	1004551	7102	
1	8	9	0,010	1005273	13033	
1	8	9	0,015	1005806	16227	
1	8	9	0,020	1005894	18252	
1	8	9	0,025	1005879	21438	
1	8	10	0,005	1004422	6700	
1	8	10	0,010	1005082	12086	
1	8	10	0,015	1005603	15100	
1	8	10	0,020	1005824	17662	
1	8	10	0,025	1005729	20981	
1	10	3	0,005	1004771	5297	
1	10	3	0,010	1005783	9073	
1	10	3	0,015	1006782	10575	
1	10	3	0,020	1007965	12231	
1	10	3	0,025	1008606	13977	
1	10	4	0,005	1004674	5081	
1	10	4	0,010	1005624	8895	
1	10	4	0,015	1006716	10251	
1	10	4	0,020	1007805	12141	
1	10	4	0,025	1008560	14013	
1	10	5	0,005	1004738	4685	
1	10	5	0,010	1005735	8854	
1	10	5	0,015	1006566	9723	
1	10	5	0,020	1007505	11445	
1	10	5	0,025	1008413	13356	
1	10	6	0,005	1004794	4719	
1	10	6	0,010	1005827	8652	
1	10	6	0,015	1006750	9537	
1	10	6	0,020	1007709	11389	
1	10	6	0,025	1008459	13545	
1	10	7	0,005	1004653	4466	
1	10	7	0,010	1005770	8507	
1	10	7	0,015	1006594	9472	
1	10	7	0,020	1007557	10801	
1	10	7	0,025	1008268	12914	
1	10	8	0,005	1004441	3944	
1	10	8	0,010	1005443	7636	
1	10	8	0,015	1006127	8820	
1	10	8	0,020	1007060	10396	
1	10	8	0,025	1007726	12368	
1	10	9	0,005	1004530	3840	
1	10	9	0,010	1005542	7720	
1	10	9	0,015	1006245	9297	
1	10	9	0,020	1007024	10571	
1	10	9	0,025	1007582	12130	
1	10	10	0,005	1004439	3460	
1	10	10	0,010	1005336	7304	
1	10	10	0,015	1005844	8549	
1	10	10	0,020	1006821	9782	
1	10	10	0,025	1007586	11810	
1	16	3	0,005	1004162	2142	
1	16	3	0,010	1003290	3270	
1	16	3	0,015	1002836	3812	
1	16	3	0,020	1002574	4198	
1	16	3	0,025	1002219	4675	
1	16	4	0,005	1004102	2114	
1	16	4	0,010	1003450	3223	
1	16	4	0,015	1003057	3650	
1	16	4	0,020	1002636	4218	
1	16	4	0,025	1002366	4755	
1	16	5	0,005	1004398	1953	
1	16	5	0,010	1003589	3085	
1	16	5	0,015	1003018	3460	
1	16	5	0,020	1002953	3939	
1	16	5	0,025	1002531	4412	
1	16	6	0,005	1004168	1979	
1	16	6	0,010	1003619	3133	
1	16	6	0,015	1003179	3432	
1	16	6	0,020	1002727	3897	
1	16	6	0,025	1002398	4397	
1	16	7	0,005	1004269	1900	
1	16	7	0,010	1003796	3028	
1	16	7	0,015	1003172	3438	
1	16	7	0,020	1002884	3832	
1	16	7	0,025	1002796	4222	
1	16	8	0,005	1004085	1565	
1	16	8	0,010	1003654	2789	
1	16	8	0,015	1003222	3201	
1	16	8	0,020	1002930	3537	
1	16	8	0,025	1002593	4016	
1	16	9	0,005	1004111	1530	
1	16	9	0,010	1003682	2765	
1	16	9	0,015	1003100	3298	
1	16	9	0,020	1003084	3615	
1	16	9	0,025	1002441	4101	
1	16	10	0,005	1004193	1440	
1	16	10	0,010	1003868	2540	
1	16	10	0,015	1003352	3082	
1	16	10	0,020	1003261	3481	
1	16	10	0,025	1002728	3925	
1	20	3	0,005	1004614	962	
1	20	3	0,010	1005691	1973	
1	20	3	0,015	1006269	2392	
1	20	3	0,020	1006877	2610	
1	20	3	0,025	1007060	2914	
1	20	4	0,005	1004690	975	
1	20	4	0,010	1005501	1898	
1	20	4	0,015	1006172	2238	
1	20	4	0,020	1006844	2566	
1	20	4	0,025	1007048	2930	
1	20	5	0,005	1004711	835	
1	20	5	0,010	1005688	1905	
1	20	5	0,015	1006225	2179	
1	20	5	0,020	1006600	2427	
1	20	5	0,025	1007077	2808	
1	20	6	0,005	1004741	882	
1	20	6	0,010	1005841	1871	
1	20	6	0,015	1006236	2119	
1	20	6	0,020	1006566	2403	
1	20	6	0,025	1006905	2777	
1	20	7	0,005	1004695	865	
1	20	7	0,010	1005752	1866	
1	20	7	0,015	1006118	2130	
1	20	7	0,020	1006355	2315	
1	20	7	0,025	1006668	2574	
1	20	8	0,005	1004441	779	
1	20	8	0,010	1005445	1586	
1	20	8	0,015	1005897	1951	
1	20	8	0,020	1006427	2213	
1	20	8	0,025	1006602	2518	
1	20	9	0,005	1004516	746	
1	20	9	0,010	1005564	1660	
1	20	9	0,015	1005772	2113	
1	20	9	0,020	1006129	2241	
1	20	9	0,025	1006405	2486	
1	20	10	0,005	1004364	664	
1	20	10	0,010	1005378	1555	
1	20	10	0,015	1005660	1897	
1	20	10	0,020	1005991	2158	
1	20	10	0,025	1006189	2417	
1	40	3	0,005	1004096	212	
1	40	3	0,010	1003983	380	
1	40	3	0,015	1002837	568	
1	40	3	0,020	1001157	687	
1	40	3	0,025	999504	714	
1	40	4	0,005	1004080	212	
1	40	4	0,010	1003921	361	
1	40	4	0,015	1002940	567	
1	40	4	0,020	1001624	665	
1	40	4	0,025	1000092	770	
1	40	5	0,005	1004105	206	
1	40	5	0,010	1004173	366	
1	40	5	0,015	1003186	540	
1	40	5	0,020	1001918	673	
1	40	5	0,025	1000582	726	
1	40	6	0,005	1004083	222	
1	40	6	0,010	1004138	350	
1	40	6	0,015	1003499	539	
1	40	6	0,020	1002333	667	
1	40	6	0,025	1001001	729	
1	40	7	0,005	1004183	237	
1	40	7	0,010	1004172	374	
1	40	7	0,015	1003368	526	
1	40	7	0,020	1002634	602	
1	40	7	0,025	1001406	686	
1	40	8	0,005	1004105	221	
1	40	8	0,010	1003892	330	
1	40	8	0,015	1003620	505	
1	40	8	0,020	1002886	555	
1	40	8	0,025	1001634	663	
1	40	9	0,005	1004066	214	
1	40	9	0,010	1004121	330	
1	40	9	0,015	1003775	483	
1	40	9	0,020	1002938	575	
1	40	9	0,025	1001895	629	
1	40	10	0,005	1004069	215	
1	40	10	0,010	1004037	319	
1	40	10	0,015	1003584	456	
1	40	10	0,020	1002740	579	
1	40	10	0,025	1001937	628	
1	80	3	0,005	1003887	129	
1	80	3	0,010	1003666	141	
1	80	3	0,015	1003642	143	
1	80	3	0,020	1003313	158	
1	80	3	0,025	1002215	175	
1	80	4	0,005	1003887	145	
1	80	4	0,010	1003624	156	
1	80	4	0,015	1003624	156	
1	80	4	0,020	1003185	171	
1	80	4	0,025	1002516	180	
1	80	5	0,005	1003887	153	
1	80	5	0,010	1003796	159	
1	80	5	0,015	1003772	163	
1	80	5	0,020	1003454	174	
1	80	5	0,025	1002252	193	
1	80	6	0,005	1003887	156	
1	80	6	0,010	1003796	161	
1	80	6	0,015	1003772	164	
1	80	6	0,020	1003611	173	
1	80	6	0,025	1002706	195	
1	80	7	0,005	1003887	159	
1	80	7	0,010	1003863	165	
1	80	7	0,015	1003863	165	
1	80	7	0,020	1003464	174	
1	80	7	0,025	1002925	186	
1	80	8	0,005	1003887	160	
1	80	8	0,010	1003600	172	
1	80	8	0,015	1003600	172	
1	80	8	0,020	1003161	187	
1	80	8	0,025	1003137	187	
1	80	9	0,005	1003887	162	
1	80	9	0,010	1003796	167	
1	80	9	0,015	1003772	170	
1	80	9	0,020	1003611	179	
1	80	9	0,025	1002980	190	
1	80	10	0,005	1003887	164	
1	80	10	0,010	1003796	169	
1	80	10	0,015	1003772	175	
1	80	10	0,020	1003772	175	
1	80	10	0,025	1003127	190	
2	4	3	0,005	1004002	68625	
2	4	3	0,010	1003916	127088	
2	4	3	0,015	1003789	154599	
2	4	3	0,020	1003367	185147	
2	4	3	0,025	1002968	224945	
2	4	4	0,005	1003978	65151	
2	4	4	0,010	1004074	124404	
2	4	4	0,015	1003740	151875	
2	4	4	0,020	1003580	185747	
2	4	4	0,025	1002878	237282	
2	4	5	0,005	1003947	62675	
2	4	5	0,010	1003971	122736	
2	4	5	0,015	1003742	150928	
2	4	5	0,020	1003419	192274	
2	4	5	0,025	1002980	234619	
2	4	6	0,005	1004041	61844	
2	4	6	0,010	1004073	117839	
2	4	6	0,015	1003842	146792	
2	4	6	0,020	1003653	183744	
2	4	6	0,025	1003148	234165	
2	4	7	0,005	1003921	58858	
2	4	7	0,010	1004088	117662	
2	4	7	0,015	1003893	145498	
2	4	7	0,020	1003558	178661	
2	4	7	0,025	1003194	226094	
2	4	8	0,005	1003916	49825	
2	4	8	0,010	1004021	105586	
2	4	8	0,015	1003835	135471	
2	4	8	0,020	1003700	176871	
2	4	8	0,025	1003096	226502	
2	4	9	0,005	1003883	48861	
2	4	9	0,010	1003937	104692	
2	4	9	0,015	1003905	139048	
2	4	9	0,020	1003580	171843	
2	4	9	0,025	1003205	214451	
2	4	10	0,005	1003848	45461	
2	4	10	0,010	1003992	97082	
2	4	10	0,015	1003806	130954	
2	4	10	0,020	1003545	166230	
2	4	10	0,025	1003180	211692	
2	8	3	0,005	1004724	12420	
2	8	3	0,010	1005490	20521	
2	8	3	0,015	1006133	24191	
2	8	3	0,020	1006710	28954	
2	8	3	0,025	1006876	33276	
2	8	4	0,005	1004790	11791	
2	8	4	0,010	1005643	20057	
2	8	4	0,015	1006165	23366	
2	8	4	0,020	1006416	28520	
2	8	4	0,025	1007026	34574	
2	8	5	0,005	1004830	11247	
2	8	5	0,010	1005621	20058	
2	8	5	0,015	1006165	22570	
2	8	5	0,020	1006710	27965	
2	8	5	0,025	1006993	33559	
2	8	6	0,005	1004828	11354	
2	8	6	0,010	1005622	19314	
2	8	6	0,015	1006122	22108	
2	8	6	0,020	1006586	26721	
2	8	6	0,025	1007064	33372	
2	8	7	0,005	1004787	10899	
2	8	7	0,010	1005559	19052	
2	8	7	0,015	1006018	22242	
2	8	7	0,020	1006540	25977	
2	8	7	0,025	1006896	31517	
2	8	8	0,005	1004634	9214	
2	8	8	0,010	1005175	16916	
2	8	8	0,015	1005740	20646	
2	8	8	0,020	1006067	24749	
2	8	8	0,025	1006656	31351	
2	8	9	0,005	1004743	9167	
2	8	9	0,010	1005228	17868	
2	8	9	0,015	1005766	21557	
2	8	9	0,020	1006151	24802	
2	8	9	0,025	1006538	29592	
2	8	10	0,005	1004531	8484	
2	8	10	0,010	1005330	16412	
2	8	10	0,015	1005739	20145	
2	8	10	0,020	1006288	23733	
2	8	10	0,025	1006658	28943	
2	10	3	0,005	1004732	6643	
2	10	3	0,010	1005805	12109	
2	10	3	0,015	1006840	13829	
2	10	3	0,020	1007985	15744	
2	10	3	0,025	1008664	18374	
2	10	4	0,005	1004736	6315	
2	10	4	0,010	1005878	11915	
2	10	4	0,015	1006717	13253	
2	10	4	0,020	1007793	15420	
2	10	4	0,025	1008673	18480	
2	10	5	0,005	1004764	5927	
2	10	5	0,010	1005775	11819	
2	10	5	0,015	1006688	12779	
2	10	5	0,020	1007370	14735	
2	10	5	0,025	1008568	17556	
2	10	6	0,005	1004811	6004	
2	10	6	0,010	1005843	11558	
2	10	6	0,015	1006600	12542	
2	10	6	0,020	1007583	14766	
2	10	6	0,025	1008259	18036	
2	10	7	0,005	1004737	5559	
2	10	7	0,010	1005970	11319	
2	10	7	0,015	1006548	12594	
2	10	7	0,020	1007382	14117	
2	10	7	0,025	1008176	17106	
2	10	8	0,005	1004448	4922	
2	10	8	0,010	1005554	10104	
2	10	8	0,015	1006117	11585	
2	10	8	0,020	1006992	13786	
2	10	8	0,025	1007778	16564	
2	10	9	0,005	1004472	4891	
2	10	9	0,010	1005649	10398	
2	10	9	0,015	1006283	12245	
2	10	9	0,020	1006976	13811	
2	10	9	0,025	1007392	16150	
2	10	10	0,005	1004475	4453	
2	10	10	0,010	1005438	9768	
2	10	10	0,015	1006089	11122	
2	10	10	0,020	1006665	13232	
2	10	10	0,025	1007427	15937	
2	16	3	0,005	1004522	2649	
2	16	3	0,010	1004452	4265	
2	16	3	0,015	1004809	4760	
2	16	3	0,020	1004782	5264	
2	16	3	0,025	1004508	5915	
2	16	4	0,005	1004464	2488	
2	16	4	0,010	1004430	4218	
2	16	4	0,015	1004775	4619	
2	16	4	0,020	1004717	5222	
2	16	4	0,025	1004789	5946	
2	16	5	0,005	1004586	2291	
2	16	5	0,010	1004616	3978	
2	16	5	0,015	1004875	4436	
2	16	5	0,020	1004950	4921	
2	16	5	0,025	1004764	5578	
2	16	6	0,005	1004520	2350	
2	16	6	0,010	1004540	4039	
2	16	6	0,015	1004843	4318	
2	16	6	0,020	1004820	4979	
2	16	6	0,025	1004852	5627	
2	16	7	0,005	1004420	2269	
2	16	7	0,010	1004756	3938	
2	16	7	0,015	1004785	4378	
2	16	7	0,020	1004691	4766	
2	16	7	0,025	1005047	5399	
2	16	8	0,005	1004283	1800	
2	16	8	0,010	1004560	3550	
2	16	8	0,015	1004763	4010	
2	16	8	0,020	1004795	4491	
2	16	8	0,025	1004861	5142	
2	16	9	0,005	1004414	1847	
2	16	9	0,010	1004476	3562	
2	16	9	0,015	1004724	4191	
2	16	9	0,020	1004590	4652	
2	16	9	0,025	1004502	5217	
2	16	10	0,005	1004344	1707	
2	16	10	0,010	1004706	3242	
2	16	10	0,015	1004751	3945	
2	16	10	0,020	1004912	4371	
2	16	10	0,025	1004807	4944	
2	20	3	0,005	1004816	1131	
2	20	3	0,010	1005995	2492	
2	20	3	0,015	1006460	3097	
2	20	3	0,020	1006728	3301	
2	20	3	0,025	1006771	3631	
2	20	4	0,005	1004659	1118	
2	20	4	0,010	1005770	2386	
2	20	4	0,015	1006492	2933	
2	20	4	0,020	1006761	3244	
2	20	4	0,025	1007068	3693	
2	20	5	0,005	1004726	994	
2	20	5	0,010	1005992	2358	
2	20	5	0,015	1006502	2831	
2	20	5	0,020	1006841	3119	
2	20	5	0,025	1007016	3565	
2	20	6	0,005	1004811	1015	
2	20	6	0,010	1006171	2360	
2	20	6	0,015	1006408	2721	
2	20	6	0,020	1006798	3033	
2	20	6	0,025	1007094	3405	
2	20	7	0,005	1004737	982	
2	20	7	0,010	1005999	2343	
2	20	7	0,015	1006289	2780	
2	20	7	0,020	1006401	2911	
2	20	7	0,025	1006723	3275	
2	20	8	0,005	1004505	868	
2	20	8	0,010	1005799	1938	
2	20	8	0,015	1006285	2501	
2	20	8	0,020	1006494	2755	
2	20	8	0,025	1006652	3176	
2	20	9	0,005	1004561	811	
2	20	9	0,010	1005856	2063	
2	20	9	0,015	1006073	2604	
2	20	9	0,020	1006261	2805	
2	20	9	0,025	1006533	3089	
2	20	10	0,005	1004367	763	
2	20	10	0,010	1005705	1906	
2	20	10	0,015	1005992	2467	
2	20	10	0,020	1006317	2734	
2	20	10	0,025	1006359	3063	
2	40	3	0,005	1004123	219	
2	40	3	0,010	1004096	428	
2	40	3	0,015	1002644	661	
2	40	3	0,020	1000149	827	
2	40	3	0,025	998344	834	
2	40	4	0,005	1004035	208	
2	40	4	0,010	1003991	432	
2	40	4	0,015	1002576	640	
2	40	4	0,020	1000600	820	
2	40	4	0,025	999002	890	
2	40	5	0,005	1004101	213	
2	40	5	0,010	1004116	407	
2	40	5	0,015	1002927	615	
2	40	5	0,020	1001031	795	
2	40	5	0,025	999763	844	
2	40	6	0,005	1004075	227	
2	40	6	0,010	1004308	387	
2	40	6	0,015	1003416	608	
2	40	6	0,020	1001742	801	
2	40	6	0,025	1000243	846	
2	40	7	0,005	1004162	236	
2	40	7	0,010	1004164	410	
2	40	7	0,015	1003143	617	
2	40	7	0,020	1002129	719	
2	40	7	0,025	1000573	826	
